Department,Gender,HSC,SSC,Income,Hometown,Computer,Preparation,Gaming,Attendance,Job,English,Extra,Semester,Last,Overall,RiskLevel,StudentID
Computer Science and Engineering,0,4.42,5.0,3.0,0,3,1,0,2.0,0,3,1,2nd,3.94,3.94,Low,S428
Computer Science and Engineering,1,4.17,4.82,1.0,1,2,1,0,2.0,0,3,1,2nd,3.94,3.94,Low,S429
Computer Science and Engineering,1,3.75,4.78,2.0,0,2,1,0,2.0,0,3,1,2nd,3.94,3.94,Low,S430
Computer Science and Engineering,1,4.42,4.95,2.0,1,2,1,0,2.0,0,3,1,2nd,3.94,3.94,Low,S431
Computer Science and Engineering,0,5.0,5.0,3.0,1,5,1,0,2.0,0,3,1,2nd,3.94,3.94,Low,S432
Computer Science and Engineering,0,4.0,4.68,1.0,0,5,1,0,2.0,0,3,1,2nd,3.94,3.94,Low,S433
Computer Science and Engineering,1,4.5,4.75,2.0,1,1,2,0,2.0,0,4,0,8th,4.0,3.95,Low,S434
Computer Science and Engineering,1,5.0,5.0,1.0,0,4,1,1,2.0,0,4,1,4th,4.0,3.96,Low,S435
Computer Science and Engineering,1,4.58,5.0,1.0,0,5,0,2,2.0,0,3,0,11th,4.0,3.98,Low,S436
Computer Science and Engineering,1,5.0,5.0,2.0,0,5,0,2,,0,4,1,4th,4.0,4.0,Low,S437
Computer Science and Engineering,0,5.0,5.0,3.0,0,3,1,2,2.0,0,4,0,3rd,4.0,4.0,Low,S438
Computer Science and Engineering,1,5.0,5.0,0.0,1,4,0,2,2.0,0,5,0,2nd,4.0,4.0,Low,S439
Computer Science and Engineering,1,5.0,5.0,0.0,1,5,0,2,2.0,0,3,0,2nd,4.0,4.0,Low,S440
Computer Science and Engineering,1,5.0,5.0,0.0,0,3,1,1,2.0,0,3,0,2nd,4.0,4.0,Low,S441
Computer Science and Engineering,1,4.58,5.0,3.0,0,5,0,2,2.0,0,5,1,2nd,4.0,4.0,Low,S442
Computer Science and Engineering,0,4.92,5.0,3.0,0,3,0,2,2.0,0,5,1,2nd,4.0,4.0,Low,S443
Computer Science and Engineering,1,4.33,5.0,1.0,1,3,0,2,2.0,0,5,1,2nd,4.0,4.0,Low,S444
Computer Science and Engineering,1,5.0,5.0,1.0,0,3,0,2,2.0,0,5,1,2nd,4.0,4.0,Low,S445
Computer Science and Engineering,0,5.0,5.0,1.0,1,3,0,2,2.0,0,5,1,2nd,4.0,4.0,Low,S446
Computer Science and Engineering,0,5.0,5.0,1.0,0,5,0,2,2.0,0,5,1,2nd,4.0,4.0,Low,S447
Computer Science and Engineering,0,4.17,5.0,2.0,1,4,0,2,2.0,0,5,1,2nd,4.0,4.0,Low,S448
Economics,1,4.17,5.0,1.0,1,3,0,2,2.0,0,3,1,11th,3.14,3.7,Low,S449
Economics,1,4.75,4.83,0.0,1,2,0,2,,0,2,1,4th,3.66,3.74,Low,S450
Economics,1,4.9,5.0,3.0,0,4,1,1,2.0,0,4,1,10th,3.8,3.75,Low,S451
Economics,1,5.0,4.83,1.0,1,2,0,0,2.0,0,3,1,2nd,4.0,4.0,Low,S452
Electrical and Electronic Engineering,1,3.42,4.33,1.0,0,4,1,1,2.0,1,2,1,7th,3.83,2.97,High,S453
English,0,3.5,4.2,2.0,0,2,2,2,,0,2,1,6th,3.25,3.15,Medium,S454
English,1,4.33,4.39,1.0,1,4,1,1,2.0,0,4,0,4th,3.25,3.32,Medium,S455
English,0,4.5,4.0,2.0,0,2,1,0,,0,3,1,7th,3.33,3.33,Medium,S456
English,1,3.58,4.88,1.0,1,3,0,1,,0,4,1,11th,3.35,3.45,Medium,S457
English,0,5.0,5.0,1.0,1,1,2,1,2.0,0,3,1,5th,3.43,3.47,Medium,S458
English,0,5.0,5.0,0.0,1,1,0,2,2.0,0,5,0,3rd,3.55,3.47,Medium,S459
English,0,5.0,5.0,0.0,0,1,0,1,2.0,0,3,0,3rd,3.58,3.56,Low,S460
English,1,4.25,4.41,2.0,1,4,1,0,2.0,0,4,1,12th,3.66,3.6,Low,S461
English,0,4.25,5.0,1.0,1,3,0,1,2.0,0,4,1,10th,3.75,3.68,Low,S462
English,0,4.25,5.0,1.0,0,4,1,1,2.0,0,4,0,10th,3.85,3.74,Low,S463
English,0,4.25,4.68,3.0,0,5,2,2,2.0,0,5,1,3rd,3.71,3.75,Low,S464
English,1,5.0,5.0,1.0,0,2,0,0,2.0,0,4,1,4th,3.93,3.8,Low,S465
English,0,4.58,5.0,1.0,1,5,1,2,2.0,0,5,1,3rd,3.83,3.83,Low,S466
English,1,5.0,5.0,1.0,1,2,1,2,2.0,0,3,1,4th,4.0,3.93,Low,S467
"Journalism, Communication and Media Studies",1,3.27,4.82,2.0,0,2,0,1,,0,3,1,2nd,2.25,2.25,High,S468
"Journalism, Communication and Media Studies",0,4.67,4.56,2.0,0,3,1,2,,0,4,0,2nd,2.5,2.5,High,S469
"Journalism, Communication and Media Studies",1,3.83,3.0,0.0,1,2,1,2,2.0,0,3,1,3rd,3.17,3.0,Medium,S470
"Journalism, Communication and Media Studies",1,4.42,3.94,1.0,1,5,1,2,2.0,0,5,0,2nd,3.09,3.09,Medium,S471
"Journalism, Communication and Media Studies",0,4.5,4.28,1.0,1,2,1,0,2.0,0,2,1,2nd,3.17,3.17,Medium,S472
"Journalism, Communication and Media Studies",0,3.08,3.33,1.0,1,3,1,2,,0,3,0,3rd,2.17,3.5,Low,S473
"Journalism, Communication and Media Studies",1,4.53,3.91,0.0,1,5,0,0,2.0,0,2,1,3rd,3.83,3.5,Low,S474
"Journalism, Communication and Media Studies",0,4.5,4.34,3.0,1,3,2,0,2.0,0,5,1,2nd,3.5,3.5,Low,S475
"Journalism, Communication and Media Studies",1,4.0,4.0,2.0,0,3,1,2,2.0,0,3,1,12th,3.56,3.6,Low,S476
"Journalism, Communication and Media Studies",0,2.85,3.64,0.0,0,4,1,2,2.0,1,3,1,6th,3.5,3.67,Low,S477
"Journalism, Communication and Media Studies",1,4.0,4.33,2.0,0,3,1,0,2.0,0,3,1,11th,3.88,3.78,Low,S478
"Journalism, Communication and Media Studies",1,3.17,3.17,1.0,0,3,0,2,2.0,0,3,1,3rd,3.83,3.8,Low,S479
"Journalism, Communication and Media Studies",0,4.42,4.72,1.0,0,4,0,1,2.0,0,3,1,12th,4.0,4.0,Low,S480
Law and Human Rights,0,5.0,5.0,0.0,1,1,2,1,2.0,0,4,1,2nd,3.69,3.69,Low,S481
Law and Human Rights,0,3.58,4.86,1.0,1,1,0,1,,0,1,1,4th,3.9,3.79,Low,S482
Political Science,0,3.5,4.0,2.0,0,2,2,2,2.0,1,5,0,10th,3.15,2.85,High,S483
Political Science,1,5.0,4.94,3.0,0,5,0,1,,0,4,1,2nd,3.31,3.31,Medium,S484
Political Science,1,5.0,4.68,0.0,0,5,2,2,2.0,0,5,1,5th,3.56,3.56,Low,S485
Political Science,0,4.25,3.72,1.0,1,1,0,2,2.0,1,1,1,2nd,3.68,3.68,Low,S486
Political Science,0,5.0,4.89,3.0,1,2,1,1,2.0,0,2,1,3rd,3.88,3.88,Low,S487
Political Science,1,5.0,4.78,1.0,1,1,1,0,2.0,0,1,1,2nd,3.94,3.94,Low,S488
Public Health,1,3.5,4.0,1.0,1,2,2,1,,1,2,1,7th,3.25,3.1,Medium,S489
Public Health,1,4.5,4.0,2.0,0,4,1,1,,0,3,1,9th,3.5,3.67,Low,S490
Sociology,0,4.56,3.67,1.0,0,3,0,1,,0,2,0,2nd,3.56,3.56,Low,S491
Sociology,1,4.23,4.5,0.0,1,3,2,1,2.0,0,3,1,10th,3.61,3.75,Low,S492
Sociology,0,3.83,5.0,1.0,1,3,2,1,2.0,0,4,1,12th,4.0,3.86,Low,S493
